Rating,Datadate,Content,BOW,Sentiment Score
5,3/8/2020,"This was obviously overpriced compared to what we bought the first switch for at Target but, supply and demand. It arrived as stated and everything seems to be in working order. The constant bickering over whose turn it is has now stopped which has been worth every penny. The box arrived well packed.","Counter({'arrived': 2, 'obviously': 1, 'overpriced': 1, 'compared': 1, 'bought': 1, 'first': 1, 'switch': 1, 'target': 1, 'supply': 1, 'demand': 1, 'stated': 1, 'everything': 1, 'seems': 1, 'working': 1, 'order': 1, 'constant': 1, 'bickering': 1, 'whose': 1, 'turn': 1, 'stopped': 1, 'worth': 1, 'every': 1, 'penny': 1, 'box': 1, 'well': 1, 'packed': 1})",0.1375
5,3/8/2020,Love this product!,"Counter({'love': 1, 'product': 1})",0.625
2,3/8/2020,Way too expensive and it was missing memory card. The memory card would at least make up for some of the overpricing. Very misleading sale.,"Counter({'memory': 2, 'card': 2, 'way': 1, 'expensive': 1, 'missing': 1, 'would': 1, 'least': 1, 'make': 1, 'overpricing': 1, 'misleading': 1, 'sale': 1})",-0.2
5,4/8/2020,"Bought my son for xmas and he loves it, he brings it everywhere with him, that's one reason I got it where its perfect for on the go during traveling and what have you. Although it's a Pricey investment I recommend.","Counter({'bought': 1, 'son': 1, 'xmas': 1, 'love': 1, 'brings': 1, 'everywhere': 1, 'one': 1, 'reason': 1, 'got': 1, 'perfect': 1, 'go': 1, 'traveling': 1, 'although': 1, 'pricey': 1, 'investment': 1, 'recommend': 1})",1
5,5/8/2020,"I am aware that everyone is complaining about the price due to being able to buy it for $299 in store, but obviously it's difficult to do that when it's in such high demand, and I can understand why! The battery lasts a long time and the graphics and gameplay is great. So far I have Overwatch, Animal Crossing, and Legend of Zelda: BOTW. I'm already obsessed, honestly. 10/10 would recommend.","Counter({'aware': 1, 'everyone': 1, 'complaining': 1, 'price': 1, 'due': 1, 'able': 1, 'buy': 1, 'store': 1, 'obviously': 1, 'difficult': 1, 'high': 1, 'demand': 1, 'understand': 1, 'battery': 1, 'last': 1, 'long': 1, 'time': 1, 'graphic': 1, 'gameplay': 1, 'great': 1, 'far': 1, 'overwatch': 1, 'animal': 1, 'crossing': 1, 'legend': 1, 'zelda': 1, 'botw': 1, 'already': 1, 'obsessed': 1, 'honestly': 1, 'would': 1, 'recommend': 1})",0.115909091
5,5/8/2020,I found the impossible to find item! Shipped to my home in less than a week! Made for a very Happy Birthday,"Counter({'found': 1, 'impossible': 1, 'find': 1, 'item': 1, 'shipped': 1, 'home': 1, 'le': 1, 'week': 1, 'made': 1, 'happy': 1, 'birthday': 1})",-0.013888889
4,5/8/2020,"The Nintendo works fine. But Walmart sold this to me for $409, when they are sold for $299. Im not sure why, but my daughter was begging me for it and I bought it. I didnt know until later I was duped out if $110. I got screwed without a kiss.","Counter({'sold': 2, 'nintendo': 1, 'work': 1, 'fine': 1, 'walmart': 1, 'im': 1, 'sure': 1, 'daughter': 1, 'begging': 1, 'bought': 1, 'didnt': 1, 'know': 1, 'later': 1, 'duped': 1, 'got': 1, 'screwed': 1, 'without': 1, 'kiss': 1})",0.055555556
1,5/8/2020,"Ive had the switch for only a week and have used it only 3 times total which all had been using it without the docket, finally I decided I would use the docket for the first time and it didnt work at all. It didnt send signal to any tv I tried it on. I even tried different HDMI cords. Ive only used the switch about 3 times and now the charger will not work! So disappointed :( What is the exchange policies on these??","Counter({'time': 3, 'ive': 2, 'switch': 2, 'used': 2, 'docket': 2, 'didnt': 2, 'work': 2, 'tried': 2, 'week': 1, 'total': 1, 'using': 1, 'without': 1, 'finally': 1, 'decided': 1, 'would': 1, 'use': 1, 'first': 1, 'send': 1, 'signal': 1, 'tv': 1, 'even': 1, 'different': 1, 'hdmi': 1, 'cord': 1, 'charger': 1, 'disappointed': 1, 'exchange': 1, 'policy': 1})",-0.138888889
5,6/8/2020,I am very impressed w/this item and the company it came from! My grandson is so excited. The company delivered it a day early,"Counter({'company': 2, 'impressed': 1, 'item': 1, 'came': 1, 'grandson': 1, 'excited': 1, 'delivered': 1, 'day': 1, 'early': 1})",0.491666667
5,7/8/2020,Well the good news it that this looks to be the newer version. Bad news is that you pay $100+ over the regular price of 299.00 I did received the SD card which i saw lots of reviews saying they didn’t. You have to look for it since it is not just out there. They did slide it in the switch box. Over all it is what it is supply and demand. So far the switch box came previously opened and looked fairly new or refurbished? Will continue to use it and it will hopefully continue to go well,"Counter({'well': 2, 'news': 2, 'look': 2, 'switch': 2, 'box': 2, 'continue': 2, 'good': 1, 'newer': 1, 'version': 1, 'bad': 1, 'pay': 1, 'regular': 1, 'price': 1, 'received': 1, 'sd': 1, 'card': 1, 'saw': 1, 'lot': 1, 'review': 1, 'saying': 1, 'since': 1, 'slide': 1, 'supply': 1, 'demand': 1, 'far': 1, 'came': 1, 'previously': 1, 'opened': 1, 'looked': 1, 'fairly': 1, 'new': 1, 'refurbished': 1, 'use': 1, 'hopefully': 1, 'go': 1})",0.011616162
5,7/8/2020,Awesome system Daughter bought one and showed me it is little compact game system you can hook up to tv and play as a family or two can sit at a picnic table or they can play individuly in a car or at home...you can take it camping to.,"Counter({'system': 2, 'play': 2, 'awesome': 1, 'daughter': 1, 'bought': 1, 'one': 1, 'showed': 1, 'little': 1, 'compact': 1, 'game': 1, 'hook': 1, 'tv': 1, 'family': 1, 'two': 1, 'sit': 1, 'picnic': 1, 'table': 1, 'individuly': 1, 'car': 1, 'home': 1, 'take': 1, 'camping': 1})",0.1375
5,7/8/2020,"My grandson loves this device, I think he's addicted.","Counter({'grandson': 1, 'love': 1, 'device': 1, 'think': 1, 'addicted': 1})",-0.4
4,7/8/2020,"This is a present for a birthday that hasn't happened yet. So it isn't officially opened. I peeked in the box, it all looks ok, but I can't justify 5 stars until the user gets her hands on it. I will say that the delivery was faster than promised, and the packing seemed adequate, at least, it all LOOKS unbroken. Again, hasn't been turned on yet.","Counter({'yet': 2, 'look': 2, 'present': 1, 'birthday': 1, 'happened': 1, 'officially': 1, 'opened': 1, 'peeked': 1, 'box': 1, 'ok': 1, 'ca': 1, 'justify': 1, 'star': 1, 'user': 1, 'get': 1, 'hand': 1, 'say': 1, 'delivery': 1, 'faster': 1, 'promised': 1, 'packing': 1, 'seemed': 1, 'adequate': 1, 'least': 1, 'unbroken': 1, 'turned': 1})",0.133333333
4,7/8/2020,It was way over priced do to the pandemic!!! Other then it's a great product.,"Counter({'way': 1, 'priced': 1, 'pandemic': 1, 'great': 1, 'product': 1})",0.3375
5,8/8/2020,Price was high but due to virus 19. Still worth every penny to see my niece smile. Delivered Super fast,"Counter({'price': 1, 'high': 1, 'due': 1, 'virus': 1, 'still': 1, 'worth': 1, 'every': 1, 'penny': 1, 'see': 1, 'niece': 1, 'smile': 1, 'delivered': 1, 'super': 1, 'fast': 1})",0.194722222
5,8/8/2020,Good. Not a bot,"Counter({'good': 1, 'bot': 1})",0.7
5,9/8/2020,My 10 year old granddaughter was was excited about this as a birthday gift and has not put it down! Thank you! Much better than a Barbie Doll!,"Counter({'year': 1, 'old': 1, 'granddaughter': 1, 'excited': 1, 'birthday': 1, 'gift': 1, 'put': 1, 'thank': 1, 'much': 1, 'better': 1, 'barbie': 1, 'doll': 1})",0.214236111
5,9/8/2020,"I searched for 5 months for a Nintendo Switch at MSRP and found it one night on Walmart.com. instead of paying some joker $399, $499 or more.","Counter({'searched': 1, 'month': 1, 'nintendo': 1, 'switch': 1, 'msrp': 1, 'found': 1, 'one': 1, 'night': 1, 'instead': 1, 'paying': 1, 'joker': 1})",0.5
4,9/8/2020,did not come with an extra 32 sd card so false advertising.  Its against the law to false advertise.  Because only reason i bought this one was because extra sd card.  other wise would have ordered another one.  I paid and extra 15 dollars to get it.  I'm not to happy.  was a pleasant for adoption day and had games to download and not enough space for last game because no extra card.  false advertising is against the law so fix or send the sd card.,"Counter({'extra': 4, 'card': 4, 'sd': 3, 'false': 3, 'advertising': 2, 'law': 2, 'one': 2, 'game': 2, 'come': 1, 'advertise': 1, 'reason': 1, 'bought': 1, 'wise': 1, 'would': 1, 'ordered': 1, 'another': 1, 'paid': 1, 'dollar': 1, 'get': 1, 'happy': 1, 'pleasant': 1, 'adoption': 1, 'day': 1, 'download': 1, 'enough': 1, 'space': 1, 'last': 1, 'fix': 1, 'send': 1})",0.033888889
4,9/8/2020,"New Nintendo switch, worked great. Only con is the high price. Though that is to be expected with the pandemic.","Counter({'new': 1, 'nintendo': 1, 'switch': 1, 'worked': 1, 'great': 1, 'con': 1, 'high': 1, 'price': 1, 'though': 1, 'expected': 1, 'pandemic': 1})",0.199272727
4,10/8/2020,There was some delay in the delivery and that could be due COVID-19 but finally I got the product I was looking for months and thank you Walmart for that.,"Counter({'delay': 1, 'delivery': 1, 'could': 1, 'due': 1, 'finally': 1, 'got': 1, 'product': 1, 'looking': 1, 'month': 1, 'thank': 1, 'walmart': 1})",-0.0625
5,10/8/2020,Easy setup; very user-friendly. 8-year old boy loves it. Fun to play. Downloading games is easy (but does take some time) ... be sure to get a microSD for storage. The device can only store a few games.,"Counter({'easy': 2, 'game': 2, 'setup': 1, 'old': 1, 'boy': 1, 'love': 1, 'fun': 1, 'play': 1, 'downloading': 1, 'take': 1, 'time': 1, 'sure': 1, 'get': 1, 'microsd': 1, 'storage': 1, 'device': 1, 'store': 1})",0.220833333
5,10/8/2020,Extremely happy!,"Counter({'extremely': 1, 'happy': 1})",1
3,10/8/2020,"Works perfectly, and noossues with it at all. My only complaint, is that it is way over priced. Wish i would have just went to gamestop.com and got it there instead.","Counter({'work': 1, 'perfectly': 1, 'noossues': 1, 'complaint': 1, 'way': 1, 'priced': 1, 'wish': 1, 'would': 1, 'went': 1, 'got': 1, 'instead': 1})",0.233333333
5,11/8/2020,Item came as expected. It was timely and in new condition.,"Counter({'item': 1, 'came': 1, 'expected': 1, 'timely': 1, 'new': 1, 'condition': 1})",0.018181818
5,11/8/2020,"Thanks to Walmart, finally have this console after many weeks searching. Walmart did great job getting supplies of this during the pandemic","Counter({'walmart': 2, 'thanks': 1, 'finally': 1, 'console': 1, 'many': 1, 'week': 1, 'searching': 1, 'great': 1, 'job': 1, 'getting': 1, 'supply': 1, 'pandemic': 1})",0.375
4,12/8/2020,This item is hard to find. Well worth spending the extra money. It was delivered on time. Would have give a 5 star but the problem Is It didnt offer a warranty,"Counter({'item': 1, 'hard': 1, 'find': 1, 'well': 1, 'worth': 1, 'spending': 1, 'extra': 1, 'money': 1, 'delivered': 1, 'time': 1, 'would': 1, 'give': 1, 'star': 1, 'problem': 1, 'didnt': 1, 'offer': 1, 'warranty': 1})",0.002777778
2,12/8/2020,"Nintendo switch is a great product, with a good selection of titles available but its was two much money I paid 495.00","Counter({'nintendo': 1, 'switch': 1, 'great': 1, 'product': 1, 'good': 1, 'selection': 1, 'title': 1, 'available': 1, 'two': 1, 'much': 1, 'money': 1, 'paid': 1})",0.525
5,13/8/2020,This product came perfectly as described and was shipped 4 days early which was a great surprise. We are very pleased and happy to have found one of these hard-to-find Nintendos. Thank you!!,"Counter({'product': 1, 'came': 1, 'perfectly': 1, 'described': 1, 'shipped': 1, 'day': 1, 'early': 1, 'great': 1, 'surprise': 1, 'pleased': 1, 'happy': 1, 'found': 1, 'one': 1, 'nintendos': 1, 'thank': 1})",0.71
5,13/8/2020,"My Grandson loves it, UPS delivered it to the wrong street, but I have honest neighbors, and I found it","Counter({'grandson': 1, 'love': 1, 'ups': 1, 'delivered': 1, 'wrong': 1, 'street': 1, 'honest': 1, 'neighbor': 1, 'found': 1})",0.05
1,14/8/2020,The switch worked great but the dock for TV never did work right it was either flashing on or of with no sound or not working ended up having to buy another dock,"Counter({'dock': 2, 'switch': 1, 'worked': 1, 'great': 1, 'tv': 1, 'never': 1, 'work': 1, 'right': 1, 'either': 1, 'flashing': 1, 'sound': 1, 'working': 1, 'ended': 1, 'buy': 1, 'another': 1})",0.295238095
5,14/8/2020,Thank you so much Walmart you are the best i been trying to get it for a long time ️️..... thank you,"Counter({'thank': 2, 'much': 1, 'walmart': 1, 'best': 1, 'trying': 1, 'get': 1, 'long': 1, 'time': 1})",0.383333333
5,14/8/2020,Really cool console. You can download all sorts of stuff for it and it has a really good battery life. Definitely buy a good memory card for all the games,"Counter({'really': 2, 'good': 2, 'cool': 1, 'console': 1, 'download': 1, 'sort': 1, 'stuff': 1, 'battery': 1, 'life': 1, 'definitely': 1, 'buy': 1, 'memory': 1, 'card': 1, 'game': 1})",0.4375
5,15/8/2020,"Im in love ! It came so fast, was a little Skeptical as its not sold from Walmart but I couldnt be happier. Brand new, packaged nicely. Thanks ! Its Christmas in the summer for sure","Counter({'im': 1, 'love': 1, 'came': 1, 'fast': 1, 'little': 1, 'skeptical': 1, 'sold': 1, 'walmart': 1, 'couldnt': 1, 'happier': 1, 'brand': 1, 'new': 1, 'packaged': 1, 'nicely': 1, 'thanks': 1, 'christmas': 1, 'summer': 1, 'sure': 1})",0.146266234
5,16/8/2020,Very Fast shipping and the game is a lot of fun!! No problems with online orders at Walmart!!! Love it!,"Counter({'fast': 1, 'shipping': 1, 'game': 1, 'lot': 1, 'fun': 1, 'problem': 1, 'online': 1, 'order': 1, 'walmart': 1, 'love': 1})",0.350131836
5,16/8/2020,My daughter plays this every night with her boyfriend. She absolutely loves it. Really is fun for everyone!,"Counter({'daughter': 1, 'play': 1, 'every': 1, 'night': 1, 'boyfriend': 1, 'absolutely': 1, 'love': 1, 'really': 1, 'fun': 1, 'everyone': 1})",0.2875
5,17/8/2020,Of of the switch is amazing! However I had to buy through a 3rd party vendor via Walmart website at a HUGE mark up. Ummm.... if it was a real supply chain issue then no vendors would have these things. Whatever... I got the new unit and college kiddo didn't have to skip a beat.,"Counter({'vendor': 2, 'switch': 1, 'amazing': 1, 'however': 1, 'buy': 1, 'party': 1, 'via': 1, 'walmart': 1, 'website': 1, 'huge': 1, 'mark': 1, 'ummm': 1, 'real': 1, 'supply': 1, 'chain': 1, 'issue': 1, 'would': 1, 'thing': 1, 'whatever': 1, 'got': 1, 'new': 1, 'unit': 1, 'college': 1, 'kiddo': 1, 'skip': 1, 'beat': 1})",0.297272727
5,17/8/2020,"The Nintendo Switch works great! I was so worried that there could be possibly anything wrong with it, but nope. It works great and it came with no cosmetic flaws. Im glad I could finally get it after looking for so long.","Counter({'work': 2, 'great': 2, 'could': 2, 'nintendo': 1, 'switch': 1, 'worried': 1, 'possibly': 1, 'anything': 1, 'wrong': 1, 'nope': 1, 'came': 1, 'cosmetic': 1, 'flaw': 1, 'im': 1, 'glad': 1, 'finally': 1, 'get': 1, 'looking': 1, 'long': 1})",0.25
1,18/8/2020,Waited for prices to come down a bit so I finally bought it. Finally arrived much later than advertised. And it did not come with a micro SD as advertised.,"Counter({'come': 2, 'finally': 2, 'advertised': 2, 'waited': 1, 'price': 1, 'bit': 1, 'bought': 1, 'arrived': 1, 'much': 1, 'later': 1, 'micro': 1, 'sd': 1})",-0.038888889
1,18/8/2020,Disliked the fact that advertisement says it comes with memory card (that I did NOT recieve).,"Counter({'disliked': 1, 'fact': 1, 'advertisement': 1, 'say': 1, 'come': 1, 'memory': 1, 'card': 1, 'recieve': 1})",-0.2
1,18/8/2020,"I've been wanting a Switch for months and finally bought one only to find the dock missing when it arrived. I don't want to return it because I want the item, I just also want the dock is was supposed to come with.","Counter({'want': 3, 'dock': 2, 'wanting': 1, 'switch': 1, 'month': 1, 'finally': 1, 'bought': 1, 'one': 1, 'find': 1, 'missing': 1, 'arrived': 1, 'return': 1, 'item': 1, 'also': 1, 'supposed': 1, 'come': 1})",-0.066666667
1,18/8/2020,Did not puck up. Item over priced. Found same item for 169.00 less elsewhere,"Counter({'item': 2, 'puck': 1, 'priced': 1, 'found': 1, 'le': 1, 'elsewhere': 1})",-0.083333333
